U Distrito,Partido candidato de la coalición,Estado,Numero distrito,Cabecera Distrital,MEDIA,RANGO MENOR,RANGO MAYOR,PROBABILIDAD FINAL
E9D16,RSP,CIUDAD DE MÉXICO,16,ALVARO OBREGON,0.051650770,0,0.124593143,0.00%
E9D17,ES,CIUDAD DE MÉXICO,17,CUAJIMALPA DE MORELOS,0.064743104,0.025263312,0.111786176,0.00%
E9D17,MC,CIUDAD DE MÉXICO,17,CUAJIMALPA DE MORELOS,0.045247500,0,0.095644105,0.00%
E9D17,RSP,CIUDAD DE MÉXICO,17,CUAJIMALPA DE MORELOS,0.049820967,0,0.116421417,0.00%
E9D2,ES,CIUDAD DE MÉXICO,2,GUSTAVO A. MADERO,0.071862223,0.040683765,0.109013648,0.00%
E9D2,MC,CIUDAD DE MÉXICO,2,GUSTAVO A. MADERO,0.051472452,0.011212099,0.099445621,0.00%
E9D2,RSP,CIUDAD DE MÉXICO,2,GUSTAVO A. MADERO,0.044658775,0,0.106103405,0.00%
E9D20,ES,CIUDAD DE MÉXICO,20,IZTAPALAPA,0.073505505,0.049016025,0.102686521,0.00%
E9D20,MC,CIUDAD DE MÉXICO,20,IZTAPALAPA,0.064251405,0,0.135862282,0.00%
E9D20,RSP,CIUDAD DE MÉXICO,20,IZTAPALAPA,0.058077101,0,0.147539128,0.00%
E9D23,ES,CIUDAD DE MÉXICO,23,COYOACAN,0.066668274,0.029416328,0.111056706,0.00%
E9D23,MC,CIUDAD DE MÉXICO,23,COYOACAN,0.065891167,0,0.131897104,0.00%
E9D23,RSP,CIUDAD DE MÉXICO,23,COYOACAN,0.053285845,0,0.150577921,0.00%
E9D3,ES,CIUDAD DE MÉXICO,3,AZCAPOTZALCO,0.088929344,0.041671268,0.145240815,0.00%
E9D3,MC,CIUDAD DE MÉXICO,3,AZCAPOTZALCO,0.050370255,0.010334310,0.098076025,0.00%
E9D3,RSP,CIUDAD DE MÉXICO,3,AZCAPOTZALCO,0.044917988,0,0.112158414,0.00%
E9D4,ES,CIUDAD DE MÉXICO,4,IZTAPALAPA,0.079200814,0.055202046,0.107797110,0.00%
E9D4,MC,CIUDAD DE MÉXICO,4,IZTAPALAPA,0.061290931,0,0.134588945,0.00%
E9D4,RSP,CIUDAD DE MÉXICO,4,IZTAPALAPA,0.050443133,0,0.128711544,0.00%
E9D5,ES,CIUDAD DE MÉXICO,5,TLALPAN,0.071004118,0.030744783,0.118976074,0.00%
E9D5,MC,CIUDAD DE MÉXICO,5,TLALPAN,0.029218782,0,0.059650637,0.00%
E9D5,RSP,CIUDAD DE MÉXICO,5,TLALPAN,0.030955979,0,0.080136933,0.00%
E9D8,ES,CIUDAD DE MÉXICO,8,CUAUHTEMOC,0.089757927,0.051102563,0.135818634,0.00%
E9D8,MC,CIUDAD DE MÉXICO,8,CUAUHTEMOC,0.048091221,0,0.112477981,0.00%
E9D8,RSP,CIUDAD DE MÉXICO,8,CUAUHTEMOC,0.042325472,0,0.101817684,0.00%
E10D1,MC,DURANGO,1,VICTORIA DE DURANGO,0.047193793,0,0.098280754,0.00%
E10D1,RSP,DURANGO,1,VICTORIA DE DURANGO,0.043426291,0,0.091959873,0.00%
E10D2,MC,DURANGO,2,GOMEZ PALACIO,0.025762000,0,0.071124539,0.00%
E10D2,RSP,DURANGO,2,GOMEZ PALACIO,0.040416055,0.016348510,0.069094304,0.00%
E10D3,MC,DURANGO,3,GUADALUPE VICTORIA,0.035747373,0,0.082296468,0.00%
E10D3,RSP,DURANGO,3,GUADALUPE VICTORIA,0.035604112,0.014060169,0.061275302,0.00%
E10D4,ES,DURANGO,4,VICTORIA DE DURANGO,0.055319212,0,0.113904499,0.00%
E10D4,MC,DURANGO,4,VICTORIA DE DURANGO,0.084424751,0.039939025,0.137432764,0.00%
E10D4,RSP,DURANGO,4,VICTORIA DE DURANGO,0.044538130,0.008060399,0.088004027,0.00%
E12D3,ES,GUERRERO,3,ZIHUATANEJO,0.060914189,0.015757391,0.114721832,0.00%
E12D5,ES,GUERRERO,5,TLAPA,0.049388131,0,0.100397975,0.00%
E12D5,MC,GUERRERO,5,TLAPA,0.122178521,0.067426093,0.187420063,0.00%
E12D5,RSP,GUERRERO,5,TLAPA,0.024983208,0,0.094934164,0.00%
E12D8,ES,GUERRERO,8,AYUTLA DE LOS LIBRES,0.051451937,0.009017573,0.102015601,0.00%
E12D8,RSP,GUERRERO,8,AYUTLA DE LOS LIBRES,0.064227894,0,0.148505865,0.00%
E13D1,MC,HIDALGO,1,HUEJUTLA DE REYES,0.051010336,0,0.110609090,0.00%
E13D1,RSP,HIDALGO,1,HUEJUTLA DE REYES,0.057704160,0.033138201,0.086976304,0.00%
E13D2,ES,HIDALGO,2,IXMIQUILPAN,0.061679761,0,0.147926125,0.00%
E13D2,MC,HIDALGO,2,IXMIQUILPAN,0.044915427,0,0.106966368,0.00%
E13D2,RSP,HIDALGO,2,IXMIQUILPAN,0.061861622,0.024347162,0.106562857,0.00%
E13D4,ES,HIDALGO,4,TULANCINGO DE BRAVO,0.067824895,0.028434068,0.114761962,0.00%
E13D4,MC,HIDALGO,4,TULANCINGO DE BRAVO,0.059813704,0.016796062,0.111072385,0.00%
E13D4,RSP,HIDALGO,4,TULANCINGO DE BRAVO,0.066281649,0.043718044,0.093167842,0.00%
E13D5,ES,HIDALGO,5,TULA DE ALLENDE,0.069361547,0.023679458,0.123795113,0.00%
E13D5,MC,HIDALGO,5,TULA DE ALLENDE,0.055713333,0.012445707,0.107269888,0.00%
E13D5,RSP,HIDALGO,5,TULA DE ALLENDE,0.050696890,0.028091725,0.077632605,0.00%
E13D6,ES,HIDALGO,6,PACHUCA DE SOTO,0.070409454,0.017467713,0.133493430,0.00%
E13D6,MC,HIDALGO,6,PACHUCA DE SOTO,0.050625311,0.010872749,0.097993411,0.00%
E13D6,RSP,HIDALGO,6,PACHUCA DE SOTO,0.053244420,0.029385925,0.081673570,0.00%
E14D1,RSP,JALISCO,1,TEQUILA,0.028206721,0.015715985,0.043090351,0.00%
E14D10,ES,JALISCO,10,ZAPOPAN,0.049794122,0.031899853,0.071116460,0.00%
E14D10,RSP,JALISCO,10,ZAPOPAN,0.018552166,0,0.043377751,0.00%
E14D11,ES,JALISCO,11,GUADALAJARA,0.063607426,0.036146501,0.096329137,0.00%
E14D11,RSP,JALISCO,11,GUADALAJARA,0.025437626,0.009578854,0.044334519,0.00%
E14D12,ES,JALISCO,12,SANTA CRUZ DE LAS FLORES,0.063244581,0.043556578,0.086704284,0.00%
E14D12,RSP,JALISCO,12,SANTA CRUZ DE LAS FLORES,0.021179903,0,0.042951280,0.00%
E14D13,ES,JALISCO,13,TLAQUEPAQUE,0.052752609,0.025862299,0.084794389,0.00%
E14D13,RSP,JALISCO,13,TLAQUEPAQUE,0.021441073,0.006974991,0.038678472,0.00%
E14D14,ES,JALISCO,14,GUADALAJARA,0.070846806,0.047281861,0.098926170,0.00%
E14D14,RSP,JALISCO,14,GUADALAJARA,0.025792897,0.012026843,0.042196161,0.00%
E14D15,ES,JALISCO,15,LA BARCA,0.081000110,0.050267951,0.117619737,0.00%
E14D15,RSP,JALISCO,15,LA BARCA,0.044614458,0.019436828,0.074615455,0.00%
E14D16,ES,JALISCO,16,TLAQUEPAQUE,0.067181010,0.031014600,0.110275944,0.00%
E14D16,RSP,JALISCO,16,TLAQUEPAQUE,0.021929433,0.004821237,0.042315105,0.00%
E14D17,ES,JALISCO,17,JOCOTEPEC,0.057961537,0.029727505,0.091604461,0.00%
E14D17,RSP,JALISCO,17,JOCOTEPEC,0.034851553,0.010038082,0.064418627,0.00%
E14D18,RSP,JALISCO,18,AUTLAN DE NAVARRO,0.032719936,0,0.065993349,0.00%
E14D19,ES,JALISCO,19,CIUDAD GUZMAN,0.053151312,0.013419575,0.100494596,0.00%
E14D19,RSP,JALISCO,19,CIUDAD GUZMAN,0.047886164,0.013194111,0.089224294,0.00%
E14D20,ES,JALISCO,20,TONALA,0.053257918,0.019272829,0.093753649,0.00%
E14D20,RSP,JALISCO,20,TONALA,0.037874634,0,0.090313093,0.00%
E14D4,ES,JALISCO,4,ZAPOPAN,0.050905166,0.020288907,0.087386689,0.00%
E14D4,RSP,JALISCO,4,ZAPOPAN,0.028618045,0,0.073054623,0.00%
E14D5,ES,JALISCO,5,PUERTO VALLARTA,0.053845626,0.010337027,0.105689319,0.00%
E14D5,RSP,JALISCO,5,PUERTO VALLARTA,0.023611206,0,0.059153133,0.00%
E14D6,ES,JALISCO,6,ZAPOPAN,0.051779983,0.030417960,0.077234404,0.00%
E14D6,RSP,JALISCO,6,ZAPOPAN,0.020677183,0,0.062840361,0.00%
E14D7,ES,JALISCO,7,TONALA,0.059199763,0.028033344,0.096336842,0.00%
E14D7,RSP,JALISCO,7,TONALA,0.042109637,0,0.092719413,0.00%
E14D8,ES,JALISCO,8,GUADALAJARA,0.056242260,0.038397851,0.077505184,0.00%
E14D8,RSP,JALISCO,8,GUADALAJARA,0.026423833,0.006027009,0.050728148,0.00%
E14D9,ES,JALISCO,9,GUADALAJARA,0.058034594,0.028258963,0.093514447,0.00%
E14D9,RSP,JALISCO,9,GUADALAJARA,0.030353707,0.015903146,0.047572613,0.00%
E15D1,MC,MÉXICO,1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,0.049870785,0.015444491,0.090892244,0.00%
E15D1,RSP,MÉXICO,1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,0.063933504,0.049128386,0.081574891,0.00%
E15D14,ES,MÉXICO,14,CIUDAD ADOLFO LOPEZ MATEOS,0.080497375,0.034010392,0.135890031,0.00%
E15D14,MC,MÉXICO,14,CIUDAD ADOLFO LOPEZ MATEOS,0.057358781,0.017480321,0.104876898,0.00%
E15D14,RSP,MÉXICO,14,CIUDAD ADOLFO LOPEZ MATEOS,0.032683070,0.011188921,0.058294929,0.00%
E15D15,ES,MÉXICO,15,CIUDAD ADOLFO LOPEZ MATEOS,0.073818625,0.040029474,0.114080882,0.00%
E15D15,MC,MÉXICO,15,CIUDAD ADOLFO LOPEZ MATEOS,0.049540539,0.013884467,0.092027369,0.00%
E15D15,RSP,MÉXICO,15,CIUDAD ADOLFO LOPEZ MATEOS,0.025899652,0.009771998,0.045116937,0.00%
E15D2,ES,MÉXICO,2,SANTA MARIA TULTEPEC,0.057479501,0.020218188,0.101879095,0.00%
E15D2,MC,MÉXICO,2,SANTA MARIA TULTEPEC,0.093228190,0.053086490,0.141059976,0.00%
E15D2,RSP,MÉXICO,2,SANTA MARIA TULTEPEC,0.035792679,0,0.073810289,0.00%
E15D24,ES,MÉXICO,24,NAUCALPAN DE JUAREZ,0.057087583,0,0.117480566,0.00%
E15D24,MC,MÉXICO,24,NAUCALPAN DE JUAREZ,0.042682652,0.009777989,0.081890977,0.00%
E15D24,RSP,MÉXICO,24,NAUCALPAN DE JUAREZ,0.019543210,0,0.040153359,0.00%
E15D26,ES,MÉXICO,26,TOLUCA DE LERDO,0.059042935,0,0.120568301,0.00%
E15D26,MC,MÉXICO,26,TOLUCA DE LERDO,0.046300161,0,0.101429340,0.00%
E15D26,RSP,MÉXICO,26,TOLUCA DE LERDO,0.021774804,0,0.054783958,0.00%
E15D27,ES,MÉXICO,27,METEPEC,0.054419572,0,0.135880110,0.00%
E15D27,MC,MÉXICO,27,METEPEC,0.039790821,0.011308685,0.073729380,0.00%
E15D27,RSP,MÉXICO,27,METEPEC,0.023414044,0.008343538,0.041371660,0.00%
E15D3,MC,MÉXICO,3,ATLACOMULCO DE FABELA,0.048000379,0.017962307,0.083792950,0.00%
E15D3,RSP,MÉXICO,3,ATLACOMULCO DE FABELA,0.028910591,0,0.060295763,0.00%
E15D32,ES,MÉXICO,32,VALLE DE CHALCO SOLIDARIDAD,0.047318085,0.018844981,0.081245880,0.00%
E15D32,RSP,MÉXICO,32,VALLE DE CHALCO SOLIDARIDAD,0.036819806,0,0.127106620,0.00%
E15D34,ES,MÉXICO,34,TOLUCA DE LERDO,0.063209148,0.010619600,0.125873459,0.00%
E15D34,MC,MÉXICO,34,TOLUCA DE LERDO,0.060884302,0.025019949,0.103619314,0.00%
E15D34,RSP,MÉXICO,34,TOLUCA DE LERDO,0.011430697,0,0.041353862,0.00%
E15D35,ES,MÉXICO,35,TENANCINGO DE DEGOLLADO,0.047419678,0,0.110539990,0.00%
E15D35,MC,MÉXICO,35,TENANCINGO DE DEGOLLADO,0.052017373,0.014861865,0.096290891,0.00%
E15D35,RSP,MÉXICO,35,TENANCINGO DE DEGOLLADO,0.034231909,0,0.070205359,0.00%
E15D39,ES,MÉXICO,39,LOS REYES ACAQUILPAN,0.063872521,0,0.130130065,0.00%
E15D39,MC,MÉXICO,39,LOS REYES ACAQUILPAN,0.057481573,0.011814483,0.111897268,0.00%
E15D39,RSP,MÉXICO,39,LOS REYES ACAQUILPAN,0.029060737,0,0.070514325,0.00%
E15D41,ES,MÉXICO,41,OJO DE AGUA,0.046176479,0,0.114558717,0.00%
E15D41,MC,MÉXICO,41,OJO DE AGUA,0.051922566,0.013967693,0.097148586,0.00%
E15D41,RSP,MÉXICO,41,OJO DE AGUA,0.025599984,0,0.054756401,0.00%
E15D6,ES,MÉXICO,6,COACALCO DE BERRIOZABAL,0.058345074,0.018752580,0.105522440,0.00%
E15D6,MC,MÉXICO,6,COACALCO DE BERRIOZABAL,0.055503469,0,0.122870602,0.00%
E15D6,RSP,MÉXICO,6,COACALCO DE BERRIOZABAL,0.038835482,0,0.086534632,0.00%
E16D12,ES,MICHOACÁN,12,APATZINGAN DE LA CONSTITUCION,0.046533988,0,0.100250893,0.00%
E16D12,RSP,MICHOACÁN,12,APATZINGAN DE LA CONSTITUCION,0.054826984,0,0.148535934,0.00%
E16D3,ES,MICHOACÁN,3,HEROICA ZITACUARO,0.026421411,0,0.059160466,0.00%
E18D1,MC,NAYARIT,1,SANTIAGO IXCUINTLA,0.078401840,0.041346490,0.122556012,0.00%
E18D1,RSP,NAYARIT,1,SANTIAGO IXCUINTLA,0.039298844,0,0.110099718,0.00%
E18D2,ES,NAYARIT,2,TEPIC,0.042710737,0,0.101882778,0.00%
E18D2,MC,NAYARIT,2,TEPIC,0.074662072,0.025447805,0.133304487,0.00%
E18D2,RSP,NAYARIT,2,TEPIC,0.042651689,0,0.109644267,0.00%
E18D3,ES,NAYARIT,3,COMPOSTELA,0.049579136,0,0.114618523,0.00%
E18D3,MC,NAYARIT,3,COMPOSTELA,0.045254552,0.009534808,0.087817252,0.00%
E18D3,RSP,NAYARIT,3,COMPOSTELA,0.010893498,0,0.042440063,0.00%
E20D1,ES,OAXACA,1,SAN JUAN BAUTISTA TUXTEPEC,0.032841608,0,0.124388163,0.00%
E20D1,MC,OAXACA,1,SAN JUAN BAUTISTA TUXTEPEC,0.063345442,0.020635819,0.114237098,0.00%
E20D1,RSP,OAXACA,1,SAN JUAN BAUTISTA TUXTEPEC,0.068132024,0.049178757,0.090716234,0.00%
E20D3,ES,OAXACA,3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.020834156,0,0.046384814,0.00%
E20D3,MC,OAXACA,3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.049559805,0,0.123836772,0.00%
E20D3,RSP,OAXACA,3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.041642546,0.008002409,0.081727241,0.00%
E20D4,ES,OAXACA,4,TLACOLULA DE MATAMOROS,0.049720883,0,0.125338112,0.00%
E20D4,MC,OAXACA,4,TLACOLULA DE MATAMOROS,0.045708230,0,0.092782313,0.00%
E20D4,RSP,OAXACA,4,TLACOLULA DE MATAMOROS,0.041553374,0.025197802,0.061042241,0.00%
E20D5,ES,OAXACA,5,SALINA CRUZ,0.136182612,0.084181911,0.198145268,0.00%
E20D5,MC,OAXACA,5,SALINA CRUZ,0.067584896,0,0.147712668,0.00%
E20D5,RSP,OAXACA,5,SALINA CRUZ,0.025330796,0,0.087327004,0.00%
E20D8,ES,OAXACA,8,OAXACA DE JUAREZ,0.049002052,0,0.102288971,0.00%
E20D8,MC,OAXACA,8,OAXACA DE JUAREZ,0.066315035,0.025452944,0.115005218,0.00%
E20D8,RSP,OAXACA,8,OAXACA DE JUAREZ,0.040352816,0.007677171,0.079288248,0.00%
E20D9,ES,OAXACA,9,PUERTO ESCONDIDO,0.045206881,0,0.137820291,0.00%
E20D9,MC,OAXACA,9,PUERTO ESCONDIDO,0.056426353,0,0.120162230,0.00%
E20D9,RSP,OAXACA,9,PUERTO ESCONDIDO,0.046078212,0.007665901,0.091849304,0.00%
E21D1,MC,PUEBLA,1,HUAUCHINANGO DE DEGOLLADO,0.041915155,0.008943779,0.081202973,0.00%
E21D1,RSP,PUEBLA,1,HUAUCHINANGO DE DEGOLLADO,0.019264811,0.003854739,0.037627045,0.00%
E21D10,ES,PUEBLA,10,CHOLULA DE RIVADAVIA,0.057062463,0.026427594,0.093566162,0.00%
E21D10,MC,PUEBLA,10,CHOLULA DE RIVADAVIA,0.076687891,0.046251949,0.112954553,0.00%
E21D10,RSP,PUEBLA,10,CHOLULA DE RIVADAVIA,0.033018941,0.021911726,0.046254004,0.00%
E21D11,ES,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,0.059288060,0,0.126011350,0.00%
E21D11,MC,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,0.063207910,0.025004122,0.108730531,0.00%
E21D11,RSP,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,0.030339838,0.016540388,0.046782895,0.00%
E21D12,ES,PUEBLA,12,HEROICA PUEBLA DE ZARAGOZA,0.056040604,0.018529311,0.100738068,0.00%
E21D12,MC,PUEBLA,12,HEROICA PUEBLA DE ZARAGOZA,0.058822664,0.016470462,0.109288424,0.00%
E21D12,RSP,PUEBLA,12,HEROICA PUEBLA DE ZARAGOZA,0.032459821,0.019533757,0.047862176,0.00%
E21D13,MC,PUEBLA,13,ATLIXCO,0.041110386,0.007724620,0.080891981,0.00%
E21D13,RSP,PUEBLA,13,ATLIXCO,0.024289658,0,0.054592315,0.00%
E21D14,MC,PUEBLA,14,ACATLAN DE OSORIO,0.057484211,0.014247995,0.109003341,0.00%
E21D14,RSP,PUEBLA,14,ACATLAN DE OSORIO,0.013823573,0,0.050003687,0.00%
E21D15,ES,PUEBLA,15,TEHUACAN,0.021967737,0,0.087120013,0.00%
E21D15,MC,PUEBLA,15,TEHUACAN,0.029746685,0,0.072280322,0.00%
E21D15,RSP,PUEBLA,15,TEHUACAN,0.028551698,0.021230853,0.037275023,0.00%
E21D2,MC,PUEBLA,2,CUAUTILULCO BARRIO,0.044874689,0,0.092119362,0.00%
E21D2,RSP,PUEBLA,2,CUAUTILULCO BARRIO,0.018901268,0,0.051779911,0.00%
E21D3,MC,PUEBLA,3,TEZIUTLAN,0.039918521,0.006628703,0.079585787,0.00%
E21D3,RSP,PUEBLA,3,TEZIUTLAN,0.015014278,0,0.035667563,0.00%
E21D4,ES,PUEBLA,4,AJALPAN,0.033222094,0,0.095908465,0.00%
E21D4,MC,PUEBLA,4,AJALPAN,0.052153105,0.010523501,0.101757837,0.00%
E21D4,RSP,PUEBLA,4,AJALPAN,0.006012320,0,0.021443868,0.00%
E21D5,ES,PUEBLA,5,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.049161393,0,0.112382621,0.00%
E21D5,MC,PUEBLA,5,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.067552270,0.035485202,0.105762538,0.00%
E21D5,RSP,PUEBLA,5,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.026506509,0.016710349,0.038179353,0.00%
E21D6,ES,PUEBLA,6,HEROICA PUEBLA DE ZARAGOZA,0.044681612,0,0.126172558,0.00%
E21D6,MC,PUEBLA,6,HEROICA PUEBLA DE ZARAGOZA,0.048222920,0,0.099290736,0.00%
E21D6,RSP,PUEBLA,6,HEROICA PUEBLA DE ZARAGOZA,0.023629193,0,0.048007253,0.00%
E21D7,ES,PUEBLA,7,TEPEACA,0.036270783,0,0.108105963,0.00%
E21D7,MC,PUEBLA,7,TEPEACA,0.032535283,0,0.079446648,0.00%
E21D7,RSP,PUEBLA,7,TEPEACA,0.018484036,0,0.040617257,0.00%
E21D8,MC,PUEBLA,8,CIUDAD SERDAN,0.054482089,0.023220449,0.091732630,0.00%
E21D8,RSP,PUEBLA,8,CIUDAD SERDAN,0.039429987,0.025666880,0.055829741,0.00%
E21D9,ES,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,0.048880199,0.014167002,0.090243523,0.00%
E21D9,MC,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,0.049060283,0,0.101985074,0.00%
E21D9,RSP,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,0.029789301,0.018035407,0.043794929,0.00%
E23D1,ES,QUINTANA ROO,1,PLAYA DEL CARMEN,0.060437116,0,0.129691228,0.00%
E23D1,MC,QUINTANA ROO,1,PLAYA DEL CARMEN,0.063956303,0.019075228,0.117435402,0.00%
E23D1,RSP,QUINTANA ROO,1,PLAYA DEL CARMEN,0.031372758,0,0.075155140,0.00%
E23D2,ES,QUINTANA ROO,2,CHETUMAL,0.053605814,0.012948549,0.102051934,0.00%
E23D2,MC,QUINTANA ROO,2,CHETUMAL,0.062281830,0.020758354,0.111760103,0.00%
E23D2,RSP,QUINTANA ROO,2,CHETUMAL,0.049275249,0.022618879,0.081038272,0.00%
E23D3,ES,QUINTANA ROO,3,CANCUN,0.048917543,0.038151751,0.061745775,0.00%
E23D3,MC,QUINTANA ROO,3,CANCUN,0.096959289,0.055398432,0.146482105,0.00%
E23D3,PRD,QUINTANA ROO,3,CANCUN,0.079664825,0.034132410,0.133920044,0.00%
E23D3,RSP,QUINTANA ROO,3,CANCUN,0.048582972,0.015876595,0.087555024,0.00%
E23D4,ES,QUINTANA ROO,4,CANCUN,0.049031556,0.027493686,0.074695511,0.00%
E23D4,MC,QUINTANA ROO,4,CANCUN,0.076929582,0.046062247,0.113710280,0.00%
E23D4,PRD,QUINTANA ROO,4,CANCUN,0.189052146,0.133604090,0.255122579,0.00%
E23D4,RSP,QUINTANA ROO,4,CANCUN,0.042542386,0,0.092080817,0.00%
E24D1,ES,SAN LUIS POTOSÍ,1,MATEHUALA,0.032773451,0,0.087845092,0.00%
E24D1,MC,SAN LUIS POTOSÍ,1,MATEHUALA,0.053987905,0.024880519,0.088671495,0.00%
E24D1,RSP,SAN LUIS POTOSÍ,1,MATEHUALA,0.037221931,0.015242542,0.063411988,0.00%
E24D3,ES,SAN LUIS POTOSÍ,3,RIOVERDE,0.046845216,0,0.115246152,0.00%
E24D3,MC,SAN LUIS POTOSÍ,3,RIOVERDE,0.030794511,0,0.081319860,0.00%
E24D3,RSP,SAN LUIS POTOSÍ,3,RIOVERDE,0.031053018,0.008420579,0.058021232,0.00%
E24D4,ES,SAN LUIS POTOSÍ,4,CIUDAD VALLES,0.031248189,0,0.090349121,0.00%
E24D4,MC,SAN LUIS POTOSÍ,4,CIUDAD VALLES,0.046403498,0,0.094903240,0.00%
E24D4,RSP,SAN LUIS POTOSÍ,4,CIUDAD VALLES,0.048396592,0.025641104,0.075511427,0.00%
E24D5,ES,SAN LUIS POTOSÍ,5,SAN LUIS POTOSI,0.033400896,0,0.067852787,0.00%
E24D5,MC,SAN LUIS POTOSÍ,5,SAN LUIS POTOSI,0.052679754,0.010746879,0.102645857,0.00%
E24D5,RSP,SAN LUIS POTOSÍ,5,SAN LUIS POTOSI,0.041751355,0,0.086110774,0.00%
E24D6,ES,SAN LUIS POTOSÍ,6,SAN LUIS POTOSI,0.027782111,0,0.058550271,0.00%
E24D6,MC,SAN LUIS POTOSÍ,6,SAN LUIS POTOSI,0.070699375,0.016295926,0.135525082,0.00%
E24D6,RSP,SAN LUIS POTOSÍ,6,SAN LUIS POTOSI,0.052700346,0.009148340,0.104595761,0.00%
E24D7,MC,SAN LUIS POTOSÍ,7,TAMAZUNCHALE,0.037829906,0,0.079388795,0.00%
E24D7,RSP,SAN LUIS POTOSÍ,7,TAMAZUNCHALE,0.042126428,0.028853373,0.057942248,0.00%
E25D1,MC,SINALOA,1,MAZATLAN,0.033293433,0,0.075069262,0.00%
E25D1,RSP,SINALOA,1,MAZATLAN,0.005296369,0,0.029270167,0.00%
E25D2,ES,SINALOA,2,LOS MOCHIS,0.033918699,0,0.104810750,0.00%
E25D2,MC,SINALOA,2,LOS MOCHIS,0.031618828,0,0.078103270,0.00%
E25D2,RSP,SINALOA,2,LOS MOCHIS,0.017047777,0,0.036948700,0.00%
E25D3,MC,SINALOA,3,GUAMUCHIL,0.045383480,0.010223791,0.087278834,0.00%
E25D3,RSP,SINALOA,3,GUAMUCHIL,0.016065681,0,0.051132668,0.00%
E25D5,ES,SINALOA,5,CULIACAN DE ROSALES,0.041283749,0,0.135992890,0.00%
E25D5,MC,SINALOA,5,CULIACAN DE ROSALES,0.037686507,0,0.082766839,0.00%
E25D5,RSP,SINALOA,5,CULIACAN DE ROSALES,0.015643426,0,0.039274479,0.00%
E25D7,MC,SINALOA,7,CULIACAN DE ROSALES,0.040075585,0,0.082196008,0.00%
E25D7,RSP,SINALOA,7,CULIACAN DE ROSALES,0.020858684,0,0.044159222,0.00%
E26D2,MC,SONORA,2,NOGALES,0.052416872,0.018916444,0.092335094,0.00%
E26D2,RSP,SONORA,2,NOGALES,0.005919646,0,0.022800267,0.00%
E26D3,MC,SONORA,3,HERMOSILLO,0.051589872,0.024815638,0.083493339,0.00%
E26D3,RSP,SONORA,3,HERMOSILLO,0.005643579,0,0.024088096,0.00%
E26D5,MC,SONORA,5,HERMOSILLO,0.061119659,0.022042591,0.107682856,0.00%
E26D5,RSP,SONORA,5,HERMOSILLO,0.011190436,0,0.034862484,0.00%
E26D7,MC,SONORA,7,NAVOJOA,0.042523326,0,0.088011133,0.00%
E26D7,RSP,SONORA,7,NAVOJOA,0.000098104,0,0.019135893,0.00%
E29D1,ES,TLAXCALA,1,APIZACO,0.053343574,0,0.110987130,0.00%
E29D1,MC,TLAXCALA,1,APIZACO,0.042945277,0,0.090249979,0.00%
E29D1,RSP,TLAXCALA,1,APIZACO,0.008270285,0,0.027837176,0.00%
E29D2,ES,TLAXCALA,2,TLAXCALA DE XICOHTENCATL,0.061834246,0.029073760,0.100870773,0.00%
E29D2,MC,TLAXCALA,2,TLAXCALA DE XICOHTENCATL,0.045670213,0,0.097742467,0.00%
E29D2,RSP,TLAXCALA,2,TLAXCALA DE XICOHTENCATL,0.015223398,0,0.036606366,0.00%
E30D1,MC,VERACRUZ,1,PANUCO,0.036571042,0.006501422,0.072401203,0.00%
E30D1,RSP,VERACRUZ,1,PANUCO,0.014234445,0,0.030521492,0.00%
E30D12,ES,VERACRUZ,12,VERACRUZ,0.041077578,0,0.083842983,0.00%
E30D12,MC,VERACRUZ,12,VERACRUZ,0.046304663,0.012324545,0.086794471,0.00%
E30D12,RSP,VERACRUZ,12,VERACRUZ,0.014603958,0,0.039987970,0.00%
E30D14,ES,VERACRUZ,14,MINATITLAN,0.028496603,0,0.085800590,0.00%
E30D14,MC,VERACRUZ,14,MINATITLAN,0.043973238,0,0.087948366,0.00%
E30D14,RSP,VERACRUZ,14,MINATITLAN,0.019406402,0,0.046914082,0.00%
E30D15,ES,VERACRUZ,15,ORIZABA,0.049852946,0,0.105374154,0.00%
E30D15,MC,VERACRUZ,15,ORIZABA,0.054465433,0.024218676,0.090506668,0.00%
E30D15,RSP,VERACRUZ,15,ORIZABA,0.022515546,0,0.046190045,0.00%
E30D16,ES,VERACRUZ,16,CORDOBA,0.054389761,0,0.114817204,0.00%
E30D16,MC,VERACRUZ,16,CORDOBA,0.047912494,0.020594824,0.080463506,0.00%
E30D16,RSP,VERACRUZ,16,CORDOBA,0.018403249,0,0.055070321,0.00%
