Partido candidato de la coalición,U Distrito,Estado,Cabecera.Distrital,Media,Rango menor,Rango mayor
MORENA,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.4790,0.4600,0.5016
OTROS,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.0449,0,0.1217
PAN,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.0825,0.0294,0.1459
PRD,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.0658,0.0273,0.1117
PRI,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.1298,0.0228,0.2574
PT,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.0253,0.0190,0.0327
PVEM,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.0783,0,0.2104
RSP,E15D13,MÉXICO,ECATEPEC DE MORELOS,0.0399,0,0.0831
ES,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0367,0,0.1134
MC,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0588,0.0358,0.0863
MORENA,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.4814,0.4633,0.5030
OTROS,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0444,0,0.1145
PAN,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0730,0,0.1507
PRD,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0663,0.0264,0.1138
PRI,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.1443,0.0385,0.2704
PT,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0273,0.0223,0.0333
PVEM,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0831,0,0.2202
RSP,E15D17,MÉXICO,ECATEPEC DE MORELOS,0.0431,0.0087,0.0841
ES,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0375,0,0.1313
MC,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0420,0.0363,0.0488
MORENA,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.3122,0.2859,0.3437
OTROS,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0501,0,0.1302
PAN,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.2355,0.2024,0.2749
PRD,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0427,0.0212,0.0683
PRI,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.1751,0.0366,0.3402
PT,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0212,0.0082,0.0366
PVEM,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0782,0,0.2290
RSP,E15D18,MÉXICO,HUIXQUILUCAN DE DEGOLLADO,0.0272,0,0.0566
ES,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0392,0,0.1036
MC,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0484,0.0385,0.0603
MORENA,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.4355,0.4163,0.4584
OTROS,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0412,0,0.1089
PAN,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.1504,0.1303,0.1744
PRD,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0270,0,0.0643
PRI,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.1480,0.0481,0.2671
PT,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0317,0.0208,0.0447
PVEM,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0880,0,0.2214
RSP,E15D21,MÉXICO,AMECAMECA DE JUAREZ,0.0383,0.0111,0.0708
ES,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0455,0,0.1161
MC,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0322,0.0166,0.0509
MORENA,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.3472,0.3404,0.3553
OTROS,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0502,0,0.1193
PAN,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.2941,0.2219,0.3802
PRD,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0081,0,0.0271
PRI,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.1480,0,0.3197
PT,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0210,0,0.0445
PVEM,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0749,0,0.2104
RSP,E15D22,MÉXICO,NAUCALPAN DE JUAREZ,0.0106,0,0.0315
ES,E15D23,MÉXICO,LERMA DE VILLADA,0.0225,0,0.0931
MC,E15D23,MÉXICO,LERMA DE VILLADA,0.0325,0.0205,0.0467
MORENA,E15D23,MÉXICO,LERMA DE VILLADA,0.3517,0.3443,0.3604
OTROS,E15D23,MÉXICO,LERMA DE VILLADA,0.0522,0,0.1246
PAN,E15D23,MÉXICO,LERMA DE VILLADA,0.1458,0.1245,0.1712
PRD,E15D23,MÉXICO,LERMA DE VILLADA,0.0386,0.0218,0.0586
PRI,E15D23,MÉXICO,LERMA DE VILLADA,0.1801,0.0693,0.3121
PT,E15D23,MÉXICO,LERMA DE VILLADA,0.0480,0.0430,0.0541
PVEM,E15D23,MÉXICO,LERMA DE VILLADA,0.1040,0,0.2592
RSP,E15D23,MÉXICO,LERMA DE VILLADA,0.0271,0,0.0582
ES,E15D25,MÉXICO,CHIMALHUACAN,0.0328,0,0.1109
MC,E15D25,MÉXICO,CHIMALHUACAN,0.0453,0.0235,0.0713
MORENA,E15D25,MÉXICO,CHIMALHUACAN,0.4375,0.4246,0.4529
OTROS,E15D25,MÉXICO,CHIMALHUACAN,0.0584,0,0.1396
PAN,E15D25,MÉXICO,CHIMALHUACAN,0.0483,0,0.1503
PRD,E15D25,MÉXICO,CHIMALHUACAN,0.0883,0.0372,0.1492
PRI,E15D25,MÉXICO,CHIMALHUACAN,0.1804,0.0613,0.3224
PT,E15D25,MÉXICO,CHIMALHUACAN,0.0242,0.0179,0.0318
PVEM,E15D25,MÉXICO,CHIMALHUACAN,0.0975,0,0.2467
RSP,E15D25,MÉXICO,CHIMALHUACAN,0.0350,0,0.0761
ES,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.0336,0,0.1153
MC,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.0451,0.0314,0.0615
MORENA,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.3861,0.3633,0.4133
OTROS,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.0568,0,0.1463
PAN,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.1628,0.1271,0.2053
PRD,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.0500,0.0352,0.0677
PRI,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.2021,0.0775,0.3506
PT,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.0223,0.0185,0.0268
PVEM,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.1025,0,0.2773
RSP,E15D28,MÉXICO,ZUMPANGO DE OCAMPO,0.0501,0.0283,0.0759
ES,E15D37,MÉXICO,CUAUTITLAN,0.0410,0,0.1065
MC,E15D37,MÉXICO,CUAUTITLAN,0.0746,0.0604,0.0915
MORENA,E15D37,MÉXICO,CUAUTITLAN,0.4342,0.4210,0.4500
OTROS,E15D37,MÉXICO,CUAUTITLAN,0.0354,0,0.0982
PAN,E15D37,MÉXICO,CUAUTITLAN,0.1177,0.1077,0.1297
PRD,E15D37,MÉXICO,CUAUTITLAN,0.0560,0.0156,0.1043
PRI,E15D37,MÉXICO,CUAUTITLAN,0.1336,0.0481,0.2355
PT,E15D37,MÉXICO,CUAUTITLAN,0.0308,0.0216,0.0419
PVEM,E15D37,MÉXICO,CUAUTITLAN,0.0741,0,0.1801
RSP,E15D37,MÉXICO,CUAUTITLAN,0.0315,0,0.0727
ES,E15D38,MÉXICO,TEXCOCO DE MORA,0.0326,0,0.1018
MC,E15D38,MÉXICO,TEXCOCO DE MORA,0.0404,0.0285,0.0546
MORENA,E15D38,MÉXICO,TEXCOCO DE MORA,0.5956,0.5774,0.6173
OTROS,E15D38,MÉXICO,TEXCOCO DE MORA,0.0302,0,0.0814
PAN,E15D38,MÉXICO,TEXCOCO DE MORA,0.0439,0,0.1126
PRD,E15D38,MÉXICO,TEXCOCO DE MORA,0.0302,0.0208,0.0414
PRI,E15D38,MÉXICO,TEXCOCO DE MORA,0.1271,0.0288,0.2442
PT,E15D38,MÉXICO,TEXCOCO DE MORA,0.0245,0.0204,0.0295
PVEM,E15D38,MÉXICO,TEXCOCO DE MORA,0.0739,0,0.1936
RSP,E15D38,MÉXICO,TEXCOCO DE MORA,0.0229,0.0045,0.0448
ES,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.0503,0,0.1174
MC,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.0385,0.0274,0.0517
MORENA,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.4168,0.4047,0.4313
OTROS,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.0337,0,0.0868
PAN,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.3329,0.2385,0.4455
PT,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.0353,0.0233,0.0496
PVEM,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.0677,0,0.1627
RSP,E15D7,MÉXICO,CUAUTITLAN IZCALLI,0.0271,0.0129,0.0441
ES,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.0276,0,0.1307
MC,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.0780,0.0351,0.1291
MORENA,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.3031,0.2919,0.3164
OTROS,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.0648,0,0.1647
PRI,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.4092,0.2461,0.6035
PT,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.0351,0.0210,0.0518
PVEM,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.1188,0,0.3150
RSP,E15D9,MÉXICO,SAN FELIPE DEL PROGRESO,0.0337,0,0.0746
ES,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.0432,0,0.1148
MC,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.0452,0.0391,0.0525
MORENA,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.4068,0.3899,0.4269
OTROS,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.0502,0,0.1155
PAN,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.4058,0.2905,0.5432
PT,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.0203,0.0098,0.0327
PVEM,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.0691,0,0.1922
RSP,E15D19,MÉXICO,TLALNEPANTLA DE BAZ,0.0233,0,0.0559
ES,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.0205,0,0.0672
MC,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.0916,0,0.2532
MORENA,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.4430,0.3728,0.5268
OTROS,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.0253,0,0.0758
PRD,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.3102,0.1348,0.5192
PT,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.0129,0.0033,0.0245
PVEM,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.0638,0,0.1581
RSP,E15D20,MÉXICO,CD. NEZAHUALCOYOTL,0.0651,0,0.1945
ES,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.0179,0,0.0624
MC,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.0945,0,0.2809
MORENA,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.4272,0.3397,0.5315
OTROS,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.0327,0,0.0776
PRD,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.3219,0.1267,0.5546
PT,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.0270,0.0172,0.0387
PVEM,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.0549,0,0.1338
RSP,E15D29,MÉXICO,CD. NEZAHUALCOYOTL,0.0659,0,0.1982
ES,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.0126,0,0.0521
MC,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.1223,0,0.3421
MORENA,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.4226,0.3134,0.5527
OTROS,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.0230,0,0.0596
PRD,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.3155,0.0835,0.5919
PT,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.0178,0.0080,0.0295
PVEM,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.0480,0,0.1043
RSP,E15D31,MÉXICO,CD. NEZAHUALCOYOTL,0.0854,0,0.2751
ES,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.0549,0.0123,0.1056
MC,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.0959,0.0711,0.1254
MORENA,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.4249,0.4108,0.4416
OTROS,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.0502,0.0109,0.0970
PRI,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.2534,0.1295,0.4011
PT,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.0254,0.0163,0.0361
PVEM,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.0606,0,0.1526
RSP,E15D33,MÉXICO,CHALCO DE DIAZ COVARRUBIAS,0.0308,0,0.0816
ES,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.0110,0,0.1037
MC,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.0408,0.0233,0.0616
MORENA,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.3240,0.2947,0.3589
OTROS,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.0454,0,0.1150
PRI,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.4439,0.3092,0.6044
PT,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.0360,0.0282,0.0452
PVEM,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.0787,0,0.2250
RSP,E15D36,MÉXICO,TEJUPILCO DE HIDALGO,0.0415,0,0.0957
ES,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.0325,0,0.1187
MC,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.0541,0.0456,0.0643
MORENA,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.3519,0.3407,0.3651
OTROS,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.0484,0,0.1332
PAN,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.3717,0.2568,0.5086
PT,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.0664,0.0522,0.0833
PVEM,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.0912,0,0.2309
RSP,E15D40,MÉXICO,SAN MIGUEL ZINACANTEPEC,0.0324,0.0114,0.0575
ES,E16D3,MICHOACÁN,HEROICA ZITACUARO,0.0173,0,0.0858
MC,E16D3,MICHOACÁN,HEROICA ZITACUARO,0.0629,0,0.1490
OTROS,E16D3,MICHOACÁN,HEROICA ZITACUARO,0.0418,0,0.0977
PRD,E16D3,MICHOACÁN,HEROICA ZITACUARO,0.3872,0.2544,0.5453
PT,E16D3,MICHOACÁN,HEROICA ZITACUARO,0.4622,0.3571,0.5875
RSP,E16D3,MICHOACÁN,HEROICA ZITACUARO,0.0634,0,0.1665
ES,E16D12,MICHOACÁN,APATZINGAN DE LA CONSTITUCION,0.0144,0,0.0603
MC,E16D12,MICHOACÁN,APATZINGAN DE LA CONSTITUCION,0.0771,0,0.1558
OTROS,E16D12,MICHOACÁN,APATZINGAN DE LA CONSTITUCION,0.0346,0,0.0852
PRI,E16D12,MICHOACÁN,APATZINGAN DE LA CONSTITUCION,0.3516,0.2365,0.4886
PT,E16D12,MICHOACÁN,APATZINGAN DE LA CONSTITUCION,0.5230,0.4539,0.6054
RSP,E16D12,MICHOACÁN,APATZINGAN DE LA CONSTITUCION,0.0576,0,0.1536
ES,E16D1,MICHOACÁN,LAZARO CARDENAS,0.0101,0,0.0735
MC,E16D1,MICHOACÁN,LAZARO CARDENAS,0.0531,0,0.1133
MORENA,E16D1,MICHOACÁN,LAZARO CARDENAS,0.4035,0.3744,0.4382
OTROS,E16D1,MICHOACÁN,LAZARO CARDENAS,0.0248,0,0.0809
PRI,E16D1,MICHOACÁN,LAZARO CARDENAS,0.3331,0.2085,0.4815
PT,E16D1,MICHOACÁN,LAZARO CARDENAS,0.0568,0.0431,0.0732
PVEM,E16D1,MICHOACÁN,LAZARO CARDENAS,0.0570,0,0.1643
RSP,E16D1,MICHOACÁN,LAZARO CARDENAS,0.0371,0,0.1211
ES,E16D2,MICHOACÁN,PURUANDIRO,0.0175,0,0.0820
MC,E16D2,MICHOACÁN,PURUANDIRO,0.0648,0,0.1571
MORENA,E16D2,MICHOACÁN,PURUANDIRO,0.3065,0.2318,0.3955
OTROS,E16D2,MICHOACÁN,PURUANDIRO,0.0400,0,0.0983
PRD,E16D2,MICHOACÁN,PURUANDIRO,0.3862,0.2408,0.5594
PT,E16D2,MICHOACÁN,PURUANDIRO,0.0940,0.0827,0.1075
PVEM,E16D2,MICHOACÁN,PURUANDIRO,0.0861,0,0.1882
RSP,E16D2,MICHOACÁN,PURUANDIRO,0.0675,0,0.1714
ES,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.0217,0,0.0747
MC,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.0541,0.0213,0.0932
MORENA,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.3111,0.2766,0.3522
OTROS,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.0429,0,0.1173
PAN,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.4373,0.3315,0.5635
PT,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.0469,0.0370,0.0587
PVEM,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.0864,0,0.2020
RSP,E16D4,MICHOACÁN,JIQUILPAN DE JUAREZ,0.0536,0,0.1225
ES,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.0234,0,0.0972
MC,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.0579,0.0366,0.0833
MORENA,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.3328,0.3222,0.3453
OTROS,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.0472,0,0.1144
PAN,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.4098,0.3082,0.5309
PT,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.0594,0.0515,0.0689
PVEM,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.0846,0,0.1926
RSP,E16D5,MICHOACÁN,ZAMORA DE HIDALGO,0.0533,0.0171,0.0964
ES,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.0266,0,0.0826
MC,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.0615,0.0430,0.0836
MORENA,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.2939,0.2720,0.3199
OTROS,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.0493,0.0104,0.0957
PAN,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.3644,0.2693,0.4777
PT,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.0556,0.0436,0.0698
PVEM,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.0880,0.0164,0.1733
RSP,E16D6,MICHOACÁN,CIUDAD HIDALGO,0.0700,0,0.1578
ES,E16D7,MICHOACÁN,ZACAPU,0.0290,0,0.0800
MC,E16D7,MICHOACÁN,ZACAPU,0.0789,0.0440,0.1205
MORENA,E16D7,MICHOACÁN,ZACAPU,0.3226,0.2872,0.3647
OTROS,E16D7,MICHOACÁN,ZACAPU,0.0529,0,0.1102
PRI,E16D7,MICHOACÁN,ZACAPU,0.3677,0.2828,0.4689
PT,E16D7,MICHOACÁN,ZACAPU,0.0545,0.0456,0.0650
PVEM,E16D7,MICHOACÁN,ZACAPU,0.0962,0.0243,0.1819
RSP,E16D7,MICHOACÁN,ZACAPU,0.0577,0,0.1312
ES,E16D8,MICHOACÁN,MORELIA,0.0448,0,0.1162
MC,E16D8,MICHOACÁN,MORELIA,0.0626,0.0327,0.0983
MORENA,E16D8,MICHOACÁN,MORELIA,0.3449,0.3333,0.3588
OTROS,E16D8,MICHOACÁN,MORELIA,0.0550,0,0.1105
PRI,E16D8,MICHOACÁN,MORELIA,0.3283,0.2520,0.4191
PT,E16D8,MICHOACÁN,MORELIA,0.0574,0.0487,0.0677
PVEM,E16D8,MICHOACÁN,MORELIA,0.0923,0,0.2008
RSP,E16D8,MICHOACÁN,MORELIA,0.0385,0,0.0937
ES,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.0269,0,0.0828
MC,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.0631,0,0.1340
MORENA,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.3785,0.3424,0.4214
OTROS,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.0429,0,0.0882
PRD,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.3818,0.2830,0.4995
PT,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.0560,0.0486,0.0650
PVEM,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.0633,0,0.1386
RSP,E16D9,MICHOACÁN,URUAPAN DEL PROGRESO,0.0537,0,0.1551
ES,E16D10,MICHOACÁN,MORELIA,0.0364,0,0.1009
MC,E16D10,MICHOACÁN,MORELIA,0.0502,0.0166,0.0903
MORENA,E16D10,MICHOACÁN,MORELIA,0.3314,0.3021,0.3663
OTROS,E16D10,MICHOACÁN,MORELIA,0.0578,0,0.1234
PAN,E16D10,MICHOACÁN,MORELIA,0.4060,0.3071,0.5239
PT,E16D10,MICHOACÁN,MORELIA,0.0552,0.0461,0.0662
PVEM,E16D10,MICHOACÁN,MORELIA,0.0811,0,0.1867
RSP,E16D10,MICHOACÁN,MORELIA,0.0321,0,0.0858
ES,E16D11,MICHOACÁN,PATZCUARO,0.0175,0,0.0925
MC,E16D11,MICHOACÁN,PATZCUARO,0.0629,0,0.1285
MORENA,E16D11,MICHOACÁN,PATZCUARO,0.3311,0.2542,0.4228
OTROS,E16D11,MICHOACÁN,PATZCUARO,0.0449,0,0.1093
PRD,E16D11,MICHOACÁN,PATZCUARO,0.3821,0.2405,0.5508
PT,E16D11,MICHOACÁN,PATZCUARO,0.0676,0.0568,0.0804
PVEM,E16D11,MICHOACÁN,PATZCUARO,0.0834,0,0.1918
RSP,E16D11,MICHOACÁN,PATZCUARO,0.0648,0,0.1636
ES,E17D1,MORELOS,CUERNAVACA,0.0511,0.0131,0.0964
MC,E17D1,MORELOS,CUERNAVACA,0.0754,0.0561,0.0985
MORENA,E17D1,MORELOS,CUERNAVACA,0.4111,0.3996,0.4250
OTROS,E17D1,MORELOS,CUERNAVACA,0.0365,0,0.0763
PAN,E17D1,MORELOS,CUERNAVACA,0.1550,0.1373,0.1760
PRD,E17D1,MORELOS,CUERNAVACA,0.0713,0.0156,0.1377
PRI,E17D1,MORELOS,CUERNAVACA,0.0791,0.0377,0.1284
PT,E17D1,MORELOS,CUERNAVACA,0.0484,0.0408,0.0575
PVEM,E17D1,MORELOS,CUERNAVACA,0.0685,0.0205,0.1256
RSP,E17D1,MORELOS,CUERNAVACA,0.0494,0,0.1047
ES,E17D2,MORELOS,JIUTEPEC,0.0451,0.0116,0.0850
MC,E17D2,MORELOS,JIUTEPEC,0.0834,0.0651,0.1051
MORENA,E17D2,MORELOS,JIUTEPEC,0.4046,0.3921,0.4196
OTROS,E17D2,MORELOS,JIUTEPEC,0.0325,0.0070,0.0630
PAN,E17D2,MORELOS,JIUTEPEC,0.0773,0.0604,0.0975
PRD,E17D2,MORELOS,JIUTEPEC,0.1121,0.0504,0.1856
PRI,E17D2,MORELOS,JIUTEPEC,0.0721,0.0542,0.0933
PT,E17D2,MORELOS,JIUTEPEC,0.0605,0.0530,0.0695
PVEM,E17D2,MORELOS,JIUTEPEC,0.0834,0.0429,0.1315
RSP,E17D2,MORELOS,JIUTEPEC,0.0616,0.0112,0.1216
ES,E17D3,MORELOS,CUAUTLA,0.0468,0.0125,0.0876
MC,E17D3,MORELOS,CUAUTLA,0.0980,0.0798,0.1196
MORENA,E17D3,MORELOS,CUAUTLA,0.4010,0.3824,0.4232
OTROS,E17D3,MORELOS,CUAUTLA,0.0419,0.0107,0.0790
PAN,E17D3,MORELOS,CUAUTLA,0.0446,0,0.0913
PRD,E17D3,MORELOS,CUAUTLA,0.1052,0.0415,0.1811
PRI,E17D3,MORELOS,CUAUTLA,0.0777,0.0321,0.1320
PT,E17D3,MORELOS,CUAUTLA,0.0650,0.0569,0.0745
PVEM,E17D3,MORELOS,CUAUTLA,0.0744,0.0342,0.1223
RSP,E17D3,MORELOS,CUAUTLA,0.0791,0.0264,0.1420
ES,E17D4,MORELOS,JOJUTLA,0.0333,0,0.0780
MC,E17D4,MORELOS,JOJUTLA,0.0929,0.0714,0.1184
MORENA,E17D4,MORELOS,JOJUTLA,0.3990,0.3802,0.4215
OTROS,E17D4,MORELOS,JOJUTLA,0.0381,0,0.0781
PAN,E17D4,MORELOS,JOJUTLA,0.0367,0,0.0938
PRD,E17D4,MORELOS,JOJUTLA,0.1199,0.0517,0.2011
PRI,E17D4,MORELOS,JOJUTLA,0.0975,0.0401,0.1659
PT,E17D4,MORELOS,JOJUTLA,0.0748,0.0623,0.0896
PVEM,E17D4,MORELOS,JOJUTLA,0.0681,0.0137,0.1329
RSP,E17D4,MORELOS,JOJUTLA,0.0586,0,0.1292
ES,E17D5,MORELOS,YAUTEPEC,0.0371,0.0136,0.0652
MC,E17D5,MORELOS,YAUTEPEC,0.0802,0.0559,0.1092
MORENA,E17D5,MORELOS,YAUTEPEC,0.3649,0.3461,0.3872
OTROS,E17D5,MORELOS,YAUTEPEC,0.0492,0.0230,0.0804
PAN,E17D5,MORELOS,YAUTEPEC,0.0583,0.0454,0.0736
PRD,E17D5,MORELOS,YAUTEPEC,0.0993,0.0470,0.1616
PRI,E17D5,MORELOS,YAUTEPEC,0.0770,0.0578,0.1000
PT,E17D5,MORELOS,YAUTEPEC,0.0666,0.0586,0.0761
PVEM,E17D5,MORELOS,YAUTEPEC,0.0730,0.0505,0.0997
RSP,E17D5,MORELOS,YAUTEPEC,0.1109,0.0793,0.1486
ES,E18D1,NAYARIT,SANTIAGO IXCUINTLA,0.0043,0,0.0834
MC,E18D1,NAYARIT,SANTIAGO IXCUINTLA,0.0518,0.0304,0.0773
MORENA,E18D1,NAYARIT,SANTIAGO IXCUINTLA,0.5297,0.3937,0.6917
OTROS,E18D1,NAYARIT,SANTIAGO IXCUINTLA,0.0247,0,0.0974
PRI,E18D1,NAYARIT,SANTIAGO IXCUINTLA,0.3374,0.1920,0.5107
RSP,E18D1,NAYARIT,SANTIAGO IXCUINTLA,0.0473,0,0.1050
