Partido candidato de la coalición,U Distrito,Estado,Cabecera.Distrital,Media,Rango menor,Rango mayor
MORENA,E30D5,VERACRUZ,POZA RICA DE HIDALGO,0.5197,0.4297,0.6270
OTROS,E30D5,VERACRUZ,POZA RICA DE HIDALGO,0.0173,0,0.0756
PRD,E30D5,VERACRUZ,POZA RICA DE HIDALGO,0.3475,0.2543,0.4585
RSP,E30D5,VERACRUZ,POZA RICA DE HIDALGO,0.0525,0,0.1452
ES,E30D8,VERACRUZ,XALAPA,0.0248,0,0.0925
MC,E30D8,VERACRUZ,XALAPA,0.0551,0.0349,0.0792
MORENA,E30D8,VERACRUZ,XALAPA,0.4738,0.3929,0.5703
OTROS,E30D8,VERACRUZ,XALAPA,0.0347,0,0.0936
PRI,E30D8,VERACRUZ,XALAPA,0.3862,0.2834,0.5088
RSP,E30D8,VERACRUZ,XALAPA,0.0088,0,0.0322
ES,E30D12,VERACRUZ,VERACRUZ,0.0225,0,0.0748
MC,E30D12,VERACRUZ,VERACRUZ,0.0351,0.0211,0.0518
MORENA,E30D12,VERACRUZ,VERACRUZ,0.4436,0.3681,0.5336
OTROS,E30D12,VERACRUZ,VERACRUZ,0.0304,0,0.0902
PAN,E30D12,VERACRUZ,VERACRUZ,0.4456,0.1975,0.7411
RSP,E30D12,VERACRUZ,VERACRUZ,0.0085,0,0.0253
ES,E30D14,VERACRUZ,MINATITLAN,0.0167,0,0.0917
MC,E30D14,VERACRUZ,MINATITLAN,0.0385,0.0133,0.0684
OTROS,E30D14,VERACRUZ,MINATITLAN,0.0227,0,0.1001
PRD,E30D14,VERACRUZ,MINATITLAN,0.2798,0.1712,0.4093
PVEM,E30D14,VERACRUZ,MINATITLAN,0.6112,0.4953,0.7493
RSP,E30D14,VERACRUZ,MINATITLAN,0.0123,0,0.0272
ES,E30D15,VERACRUZ,ORIZABA,0.0184,0,0.0893
MC,E30D15,VERACRUZ,ORIZABA,0.0426,0.0296,0.0580
MORENA,E30D15,VERACRUZ,ORIZABA,0.5131,0.4059,0.6408
OTROS,E30D15,VERACRUZ,ORIZABA,0.0322,0,0.0990
PRI,E30D15,VERACRUZ,ORIZABA,0.3154,0.2257,0.4222
RSP,E30D15,VERACRUZ,ORIZABA,0.0163,0,0.0515
ES,E30D16,VERACRUZ,CORDOBA,0.0226,0,0.0904
MC,E30D16,VERACRUZ,CORDOBA,0.0437,0.0181,0.0742
MORENA,E30D16,VERACRUZ,CORDOBA,0.5463,0.4340,0.6801
OTROS,E30D16,VERACRUZ,CORDOBA,0.0234,0,0.0986
PRI,E30D16,VERACRUZ,CORDOBA,0.3525,0.2377,0.4892
RSP,E30D16,VERACRUZ,CORDOBA,0.0173,0,0.0454
ES,E30D17,VERACRUZ,COSAMALOAPAN,0.0225,0,0.0977
MC,E30D17,VERACRUZ,COSAMALOAPAN,0.0302,0.0069,0.0579
OTROS,E30D17,VERACRUZ,COSAMALOAPAN,0.0217,0,0.0849
PAN,E30D17,VERACRUZ,COSAMALOAPAN,0.3923,0.2744,0.5328
PVEM,E30D17,VERACRUZ,COSAMALOAPAN,0.5102,0.3955,0.6468
RSP,E30D17,VERACRUZ,COSAMALOAPAN,0.0251,0,0.0549
ES,E30D19,VERACRUZ,SAN ANDRES TUXTLA,0.0293,0,0.0973
MC,E30D19,VERACRUZ,SAN ANDRES TUXTLA,0.0377,0.0164,0.0631
MORENA,E30D19,VERACRUZ,SAN ANDRES TUXTLA,0.5096,0.4283,0.6065
OTROS,E30D19,VERACRUZ,SAN ANDRES TUXTLA,0.0334,0,0.0941
PRD,E30D19,VERACRUZ,SAN ANDRES TUXTLA,0.3696,0.2818,0.4744
RSP,E30D19,VERACRUZ,SAN ANDRES TUXTLA,0.0236,0,0.0552
ES,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.0065,0,0.0828
MC,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.1154,0.0882,0.1480
MORENA,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.3884,0.3634,0.4182
OTROS,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.0266,0,0.1015
PRD,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.3797,0.2715,0.5087
PT,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.0181,0.0143,0.0227
PVEM,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.0629,0,0.1767
RSP,E30D6,VERACRUZ,PAPANTLA DE OLARTE,0.0393,0,0.1136
ES,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.0080,0,0.0796
MC,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.0641,0.0445,0.0873
MORENA,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.4212,0.4034,0.4425
OTROS,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.0293,0,0.1009
PAN,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.3678,0.2680,0.4868
PT,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.0097,0.0049,0.0155
PVEM,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.0620,0,0.1673
RSP,E30D7,VERACRUZ,MARTINEZ DE LA TORRE,0.0272,0,0.0604
ES,E30D9,VERACRUZ,COATEPEC,0.0233,0,0.0974
MC,E30D9,VERACRUZ,COATEPEC,0.0705,0.0517,0.0929
MORENA,E30D9,VERACRUZ,COATEPEC,0.4016,0.3854,0.4208
OTROS,E30D9,VERACRUZ,COATEPEC,0.0338,0,0.1064
PRI,E30D9,VERACRUZ,COATEPEC,0.4053,0.2847,0.5489
PT,E30D9,VERACRUZ,COATEPEC,0.0107,0.0064,0.0158
PVEM,E30D9,VERACRUZ,COATEPEC,0.0594,0,0.1861
RSP,E30D9,VERACRUZ,COATEPEC,0.0187,0,0.0546
ES,E30D10,VERACRUZ,XALAPA,0.0347,0,0.0720
MC,E30D10,VERACRUZ,XALAPA,0.0485,0.0225,0.0794
MORENA,E30D10,VERACRUZ,XALAPA,0.5279,0.4954,0.5668
OTROS,E30D10,VERACRUZ,XALAPA,0.0655,0.0348,0.1022
PRI,E30D10,VERACRUZ,XALAPA,0.2644,0.1875,0.3561
PT,E30D10,VERACRUZ,XALAPA,0.0238,0.0198,0.0285
PVEM,E30D10,VERACRUZ,XALAPA,0.0504,0.0203,0.0863
RSP,E30D10,VERACRUZ,XALAPA,0.0161,0,0.0464
ES,E30D11,VERACRUZ,COATZACOALCOS,0.0328,0,0.0703
MC,E30D11,VERACRUZ,COATZACOALCOS,0.0564,0.0425,0.0729
MORENA,E30D11,VERACRUZ,COATZACOALCOS,0.6443,0.6319,0.6591
OTROS,E30D11,VERACRUZ,COATZACOALCOS,0.0289,0,0.0602
PRI,E30D11,VERACRUZ,COATZACOALCOS,0.1990,0.1363,0.2737
PT,E30D11,VERACRUZ,COATZACOALCOS,0.0083,0,0.0211
PVEM,E30D11,VERACRUZ,COATZACOALCOS,0.0260,0,0.0700
RSP,E30D11,VERACRUZ,COATZACOALCOS,0.0088,0,0.0285
ES,E30D13,VERACRUZ,HUATUSCO,0.0160,0,0.0873
MC,E30D13,VERACRUZ,HUATUSCO,0.0414,0.0237,0.0625
MORENA,E30D13,VERACRUZ,HUATUSCO,0.3574,0.3455,0.3716
OTROS,E30D13,VERACRUZ,HUATUSCO,0.0267,0,0.0817
PAN,E30D13,VERACRUZ,HUATUSCO,0.4068,0.2618,0.5796
PT,E30D13,VERACRUZ,HUATUSCO,0.0269,0.0181,0.0375
PVEM,E30D13,VERACRUZ,HUATUSCO,0.0734,0,0.1867
RSP,E30D13,VERACRUZ,HUATUSCO,0.0397,0.0269,0.0550
ES,E30D18,VERACRUZ,ZONGOLICA,0.0084,0,0.0701
MC,E30D18,VERACRUZ,ZONGOLICA,0.0562,0.0411,0.0742
MORENA,E30D18,VERACRUZ,ZONGOLICA,0.3818,0.3566,0.4118
OTROS,E30D18,VERACRUZ,ZONGOLICA,0.0371,0,0.1043
PRD,E30D18,VERACRUZ,ZONGOLICA,0.3883,0.2927,0.5022
PT,E30D18,VERACRUZ,ZONGOLICA,0.0234,0.0106,0.0388
PVEM,E30D18,VERACRUZ,ZONGOLICA,0.0577,0,0.1659
RSP,E30D18,VERACRUZ,ZONGOLICA,0.0157,0,0.0453
ES,E30D20,VERACRUZ,COSOLEACAQUE,0.0085,0,0.0843
MC,E30D20,VERACRUZ,COSOLEACAQUE,0.0310,0.0124,0.0531
MORENA,E30D20,VERACRUZ,COSOLEACAQUE,0.4754,0.4469,0.5095
OTROS,E30D20,VERACRUZ,COSOLEACAQUE,0.0184,0,0.1171
PRD,E30D20,VERACRUZ,COSOLEACAQUE,0.3423,0.2223,0.4854
PT,E30D20,VERACRUZ,COSOLEACAQUE,0.0138,0.0092,0.0192
PVEM,E30D20,VERACRUZ,COSOLEACAQUE,0.0797,0,0.2299
RSP,E30D20,VERACRUZ,COSOLEACAQUE,0.0190,0,0.0456
ES,E31D2,YUCATÁN,PROGRESO,0.0179,0,0.1706
MC,E31D2,YUCATÁN,PROGRESO,0.0105,0,0.0315
OTROS,E31D2,YUCATÁN,PROGRESO,0.0317,0,0.1833
PAN,E31D2,YUCATÁN,PROGRESO,0.2461,0.2043,0.2959
PRD,E31D2,YUCATÁN,PROGRESO,0.0182,0,0.0402
PRI,E31D2,YUCATÁN,PROGRESO,0.2841,0.0573,0.5544
PVEM,E31D2,YUCATÁN,PROGRESO,0.3410,0.0839,0.6473
RSP,E31D2,YUCATÁN,PROGRESO,0.0280,0.0093,0.0504
ES,E31D5,YUCATÁN,TICUL,0.0101,0,0.1598
MC,E31D5,YUCATÁN,TICUL,0.0091,0,0.0261
OTROS,E31D5,YUCATÁN,TICUL,0.0346,0,0.2077
PAN,E31D5,YUCATÁN,TICUL,0.2683,0.2313,0.3124
PRD,E31D5,YUCATÁN,TICUL,0.0276,0.0081,0.0508
PRI,E31D5,YUCATÁN,TICUL,0.2660,0,0.5349
PVEM,E31D5,YUCATÁN,TICUL,0.3351,0.0933,0.6231
RSP,E31D5,YUCATÁN,TICUL,0.0210,0,0.0523
ES,E31D1,YUCATÁN,VALLADOLID,0.0077,0,0.1573
MC,E31D1,YUCATÁN,VALLADOLID,0.0020,0,0.0221
MORENA,E31D1,YUCATÁN,VALLADOLID,0.2146,0.1950,0.2380
OTROS,E31D1,YUCATÁN,VALLADOLID,0.0244,0,0.1808
PAN,E31D1,YUCATÁN,VALLADOLID,0.2697,0.2448,0.2992
PRD,E31D1,YUCATÁN,VALLADOLID,0.0059,0,0.0315
PRI,E31D1,YUCATÁN,VALLADOLID,0.2951,0.0583,0.5771
PT,E31D1,YUCATÁN,VALLADOLID,0,0,0.0102295804068369
PVEM,E31D1,YUCATÁN,VALLADOLID,0.1197,0,0.4320
RSP,E31D1,YUCATÁN,VALLADOLID,0.0033,0,0.0422
ES,E31D3,YUCATÁN,MERIDA,0.0119,0,0.1397
MC,E31D3,YUCATÁN,MERIDA,0.0180,0,0.0500
MORENA,E31D3,YUCATÁN,MERIDA,0.2635,0.2422,0.2888
OTROS,E31D3,YUCATÁN,MERIDA,0.0532,0,0.1736
PAN,E31D3,YUCATÁN,MERIDA,0.3094,0.2893,0.3334
PRD,E31D3,YUCATÁN,MERIDA,0,0,0.0290909427036612
PRI,E31D3,YUCATÁN,MERIDA,0.1997,0,0.4109
PT,E31D3,YUCATÁN,MERIDA,0,0,0.00846507606095237
PVEM,E31D3,YUCATÁN,MERIDA,0.0760,0,0.2959
RSP,E31D3,YUCATÁN,MERIDA,0,0,0.0269221591774156
ES,E31D4,YUCATÁN,MERIDA,0.0137,0,0.1441
MC,E31D4,YUCATÁN,MERIDA,0.0200,0,0.0532
MORENA,E31D4,YUCATÁN,MERIDA,0.2521,0.2355,0.2719
OTROS,E31D4,YUCATÁN,MERIDA,0.0482,0,0.1609
PAN,E31D4,YUCATÁN,MERIDA,0.3502,0.3123,0.3953
PRD,E31D4,YUCATÁN,MERIDA,0,0,0.0307188792015598
PRI,E31D4,YUCATÁN,MERIDA,0.1982,0,0.4237
PT,E31D4,YUCATÁN,MERIDA,0,0,0.0200577466145715
PVEM,E31D4,YUCATÁN,MERIDA,0.0840,0,0.3057
RSP,E31D4,YUCATÁN,MERIDA,0,0,0.0253220098026013
ES,E32D1,ZACATECAS,FRESNILLO,0.0415,0,0.1497
MC,E32D1,ZACATECAS,FRESNILLO,0.0024,0,0.0404
MORENA,E32D1,ZACATECAS,FRESNILLO,0.5995,0.4414,0.7879
OTROS,E32D1,ZACATECAS,FRESNILLO,0.0132,0,0.1261
PRI,E32D1,ZACATECAS,FRESNILLO,0.2948,0.0994,0.5276
RSP,E32D1,ZACATECAS,FRESNILLO,0.0341,0,0.1012
ES,E32D2,ZACATECAS,JEREZ DE GARCIA SALINAS,0.0319,0,0.1714
MC,E32D2,ZACATECAS,JEREZ DE GARCIA SALINAS,0.0053,0,0.0249
OTROS,E32D2,ZACATECAS,JEREZ DE GARCIA SALINAS,0.0275,0,0.1632
PAN,E32D2,ZACATECAS,JEREZ DE GARCIA SALINAS,0.4877,0.3102,0.6992
PVEM,E32D2,ZACATECAS,JEREZ DE GARCIA SALINAS,0.3442,0.1678,0.5545
RSP,E32D2,ZACATECAS,JEREZ DE GARCIA SALINAS,0.0413,0,0.1164
ES,E32D3,ZACATECAS,ZACATECAS,0.0114,0,0.0957
MC,E32D3,ZACATECAS,ZACATECAS,0.0098,0,0.0328
OTROS,E32D3,ZACATECAS,ZACATECAS,0.0224,0,0.1276
PRI,E32D3,ZACATECAS,ZACATECAS,0.3209,0.1427,0.5332
PT,E32D3,ZACATECAS,ZACATECAS,0.4971,0.3510,0.6712
RSP,E32D3,ZACATECAS,ZACATECAS,0.0631,0.0108,0.1255
ES,E32D4,ZACATECAS,GUADALUPE,0.0243,0,0.1492
MC,E32D4,ZACATECAS,GUADALUPE,0.0228,0,0.0542
MORENA,E32D4,ZACATECAS,GUADALUPE,0.3460,0.3237,0.3726
OTROS,E32D4,ZACATECAS,GUADALUPE,0.0153,0,0.1208
PRD,E32D4,ZACATECAS,GUADALUPE,0.3257,0.0923,0.6038
PT,E32D4,ZACATECAS,GUADALUPE,0.0874,0.0742,0.1033
PVEM,E32D4,ZACATECAS,GUADALUPE,0.0948,0,0.2901
RSP,E32D4,ZACATECAS,GUADALUPE,0.0315,0,0.0912
